id,year,date,day,sector,type,state,occupation,age,shift,hour,equipment,mine_id,bias_primary,bias_families
FAI-2000-M11,2000,2000-04-10,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,NV,Ayudante,40,día,05:50,Perforadora,26-01801,PERI-1,"E, G, M"
MAI-2000-57,2000,2000-04-12,Miércoles,Metal/NonMetal,Acarreo motorizado,PA,Trabajador minero,57,día,16:45 (OFICIAL Part50),Equipo asociado a acarreo motorizado,36-00199,NORM-2,"E, G, I, L, M"
FAI-2000-M13,2000,2000-04-21,Viernes,Metal/NonMetal,Caída de costilla,UT,Operadora de planta,18,mañana,08:30,Correa transportadora,42-02283,NORM-3,"E, G, K, L, M"
FAI-2000-M14,2000,2000-04-25,Martes,Metal/NonMetal,Acarreo motorizado,OK,Supervisor,54,mañana,13:30,Cargador frontal,34-00410,PERI-1,"B, E, G, I, L, M"
FAI-2000-M15,2000,2000-04-28,Viernes,Metal/NonMetal,Acarreo motorizado,LA,Obrero general,42,mañana,09:20,Camión de servicio,16-01267,PERI-1,"B, E, G, I, L, M"
FAI-2000-C10,2000,2000-04-30,Domingo,Coal,Atrapamiento por maquinaria,KY,Electricista certificado,N/D,tarde,21:00,Continuous miner,15-18008,CONF-1,"G, K, L"
FAI-2000-M16,2000,2000-05-01,Lunes,Metal/NonMetal,Acarreo motorizado,GA,Conductor de camión,42,mañana,06:30,CAEX,09-00023,PERI-1,"E, G, I, L, M"
CAI-2000-33,2000,2000-05-08,Lunes,Coal,Acarreo motorizado,KY,Operador,47,noche,22:00,Camión de roca Caterpillar 777B,15-18045,NORM-2,"E, G, I, L, M"
FAI-2000-M17,2000,2000-05-09,Martes,Metal/NonMetal,Atrapamiento por maquinaria,NV,Operador,51,mañana,11:00,Bulldozer/topadora,26-02417,PERI-1,"E, G, M"
FAI-2000-C12,2000,2000-05-12,Viernes,Coal,Atrapamiento por maquinaria,VA,Operador,29,tarde,16:30,Continuous miner,44-06812,PERI-1,B
CAI-2000-34,2000,2000-05-18,Jueves,Coal,Explosión,KY,Operador,49,noche,21:00,Cargador frontal Caterpillar 992D + camiones Caterpillar 777,15-18193,NORM-1,"E, G, M"
FAI-2000-M18,2000,2000-05-20,Sábado,Metal/NonMetal,Caída de persona,NE,Operador,48,mañana,13:00,Cargador frontal,25-00773,PERI-1,"E, G, I, L, M"
CAI-2000-35,2000,2000-05-24,Miércoles,Coal,Caída de techo,KY,Operador,26,día,05:45,Cargador frontal Caterpillar 988B + highwall colapsado,15-11005,COMP-2,"B, E, G, I, L, M"
CAI-2000-36,2000,2000-06-02,Viernes,Coal,Acarreo motorizado,VA,Trabajador de muelle/planta (Mill/Prep Plant),44,día,11:05 (OFICIAL Part50),Equipo de acarreo en muelle/planta,44-03328,NORM-2,"E, G, I, L, M"
FAI-2000-M19,2000,2000-06-06,Martes,Metal/NonMetal,Caída de persona,MO,Contratista,42,mañana,08:45,Correa transportadora,23-02171,PERI-1,"E, G, I, L, M"
FAI-2000-M20,2000,2000-06-11,Domingo,Metal/NonMetal,Atrapamiento por maquinaria,NC,Operador,32,tarde,17:00,Pala hidráulica,31-00037,PERI-1,"E, G, M"
FAI-2000-M21,2000,2000-06-12,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,IN,Operador,48,mañana,11:30,Cargador frontal,12-01039,PERI-1,"E, G, M"
FAI-2000-M22,2000,2000-06-14,Miércoles,Metal/NonMetal,Acarreo motorizado,LA,Operador,44,mañana,10:00,Bulldozer/topadora,16-01302,PERI-1,"E, G, I, L, M"
FAI-2000-M23,2000,2000-06-19,Lunes,Metal/NonMetal,Acarreo motorizado,TX,Conductor de camión,29,mañana,13:10,CAEX,41-03253,PERI-1,"E, G, I, L, M"
FAI-2000-C16,2000,2000-06-21,Miércoles,Coal,Electrocución / Contacto eléctrico,WV,Operador de continuous miner,28,mañana,07:55,Continuous miner,46-08743,CONF-1,"B, E, G, I, L, M"
FAI-2000-M24,2000,2000-06-23,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,VA,Capataz,57,mañana,10:55,CAEX,44-00189,NORM-1,"E, G, M"
FAI-2000-M25,2000,2000-06-23,Viernes,Metal/NonMetal,Caída de persona,TX,employed by Schueck,39,mañana,06:30,Cargador frontal,41-00071,PERI-1,"E, G, I, L, M"
FAI-2000-M28,2000,2000-06-24,Sábado,Metal/NonMetal,Atrapamiento por maquinaria,NC,Operador,58,mañana,12:30,Cargador frontal,31-01840,PERI-1,
FAI-2000-M26,2000,2000-06-26,Lunes,Metal/NonMetal,Caída de persona / Ahogamiento,OK,Operador,59,mañana,09:00,"Boats, Barges, Other water transportation",34-01847,PERI-1,"B, E, G, I, L, M"
FAI-2000-M27,2000,2000-06-30,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,MI,Capataz,33,mañana,08:00,Correa transportadora,20-03000,PERI-1,"E, G, K, L, M"
FAI-2000-M29,2000,2000-06-30,Viernes,Metal/NonMetal,Acarreo motorizado,OR,Operador,56,mañana,10:45,Cargador frontal,35-03425,PERI-1,"E, G, I, L, M"
FAI-2000-M38,2000,2000-07-21,Viernes,Metal/NonMetal,Acarreo motorizado,AZ,Operador de cargadora frontal,23,mañana,13:55,Cargador frontal,02-02867,PERI-1,"E, G, M"
CAI-2000-37,2000,2000-07-29,Sábado,Coal,Acarreo motorizado,WY,Trabajador de mina de superficie,56,día,21:00 (OFICIAL Part50),Equipo de acarreo de superficie,48-01180,DISP-1,"E, G, I, L, M"
CAI-2000-WC-01,2000,2000-07-31,Lunes,Coal,Explosión,UT,Minero,33,noche,23:48,Sección de longwall D-3 (gob detrás de shields),42-02113,COMP-3,"B, E, G, I, L, M"
CAI-2000-WC-02,2000,2000-07-31,Lunes,Coal,Explosión,UT,Minero,44,noche,23:48,Sección de longwall D-3 (gob detrás de shields),42-02113,COMP-3,"B, E, G, I, L, M"
FAI-2000-M34,2000,2000-08-03,Jueves,Metal/NonMetal,Acarreo motorizado,NV,Operador/minero,33,mañana,07:00,CAEX,26-02314,PERI-1,"B, E, G, L, M"
FAI-2000-M31,2000,2000-08-06,Domingo,Metal/NonMetal,Falla de highwall / Talud,AR,No empleado,N/D,mañana,09:30,Pala hidráulica,03-01827,CONF-2,"E, G, M"
FAI-2000-M32,2000,2000-08-09,Miércoles,Metal/NonMetal,Acarreo motorizado,ID,Mecánico,42,mañana,12:00,Cargador frontal,10-00648,META-1,"E, G, I, L, M"
FAI-2000-M33,2000,2000-08-10,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,IL,Mecánico,49,mañana,13:30,Cargador frontal,11-00122,PERI-1,"E, G, M"
FAI-2000-C20,2000,2000-08-14,Lunes,Coal,Acarreo motorizado,WV,Mecánico,30,noche,05:45,Continuous miner,46-08589,PERI-1,"B, E, G, I, L, M"
FAI-2000-C21,2000,2000-08-15,Martes,Coal,Atrapamiento por maquinaria,KY,Operador,40,mañana,13:15,Continuous miner,15-17811,PERI-1,"E, G, M"
FAI-2000-C22,2000,2000-08-16,Miércoles,Coal,Atrapamiento por maquinaria,WV,Soldador,23,mañana,07:00,Continuous miner,46-01968,PERI-1,"G, K, L"
FAI-2000-M35,2000,2000-08-24,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,NV,Minero de pique,41,mañana,06:00,Rope/cable metálico,26-02300,PERI-1,"E, G, M"
CAI-2000-EX-01,2000,2000-08-28,Lunes,Coal,Izaje (hoisting),KY,Contratista,44,día,12:30,Sistema de izaje de personal (slack rope protection anulada),15-09571,COMP-2,"E, G, M"
CAI-2000-EX-02,2000,2000-08-28,Lunes,Coal,Izaje (hoisting),KY,Contratista,35,día,12:30,Sistema de izaje de personal (slack rope protection anulada),15-09571,COMP-2,"E, G, M"
FAI-2000-M36,2000,2000-08-30,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,WI,Operador,47,mañana,06:00,Cargador frontal,47-03110,PERI-1,"E, G, K, L, M"
FAI-2000-M37,2000,2000-08-30,Miércoles,Metal/NonMetal,Electrocución / Contacto eléctrico,MN,Operador,36,tarde,18:00,Correa transportadora,21-00645,PERI-1,"E, G, K, L"
CAI-2000-92,2000,2000-09-06,Miércoles,Coal,Caída de techo,Kentucky,,N/D,,,,,N/D,
FAI-2000-C28,2000,2000-09-06,Miércoles,Coal,Caída de persona,KY,Conductor de camión,56,mañana,08:30,Cargador frontal,15-17792,PERI-1,"B, E, G, I, L, M"
FAI-2000-M39,2000,2000-09-13,Miércoles,Metal/NonMetal,Acarreo motorizado,PR,Operador,28,tarde,18:00,Cargador frontal,54-00159,META-1,"E, G, I, L, M"
FAI-2000-C26,2000,2000-09-17,Domingo,Coal,Acarreo motorizado,IN,Propietario/operador de salvaguarda,N/D,tarde,15:20,CAEX,12-00322,COMP-2,"E, G, M"
CAI-2000-40,2000,2000-09-19,Martes,Coal,Atrapamiento por maquinaria,WY,"Maintenance man, Mechanic,  Repair/Serviceman, Boi",N/D,N/D,20:10,Caterpillar D11R,48-00677,N/D,"E, G, I, L, M"
FAI-2000-C27,2000,2000-09-21,Jueves,Coal,Atrapamiento por maquinaria,WV,Mecánico,51,tarde,15:00,Continuous miner,46-01453,NORM-1,"E, G, I, L, M"
FAI-2000-M40,2000,2000-10-03,Martes,Metal/NonMetal,Caída de persona,PA,Supervisor,43,noche,03:45,Cargador frontal,36-00129,PERI-1,"E, G, I, L, M"
FAI-2000-C30,2000,2000-10-04,Miércoles,Coal,Atrapamiento por maquinaria,KY,Operador,25,tarde,18:05,Bulldozer/topadora,15-07295,NORM-1,"E, G, M"
FAI-2000-M43,2000,2000-10-13,Viernes,Metal/NonMetal,Explosión / Incendio,MN,Operador,59,noche,22:50,Cargador frontal,21-01600,PERI-1,"E, G, K, L, M"
FAI-2000-C31,2000,2000-10-24,Martes,Coal,Acarreo motorizado,WV,Operador,37,tarde,16:45,Continuous miner,46-08726,PERI-1,"B, E, G, L, M"
FAI-2000-M41,2000,2000-10-26,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,CA,Supervisor,59,tarde,20:15,Cargador frontal,04-00213,PERI-1,"E, G, M"
FAI-2000-C32,2000,2000-10-29,Domingo,Coal,Atrapamiento por maquinaria,PA,Capataz,50,noche,00:35,Continuous miner,36-07230,PERI-1,"E, G, M"
FAI-2000-C33,2000,2000-10-30,Lunes,Coal,Caída de techo,WV,Operador,43,mañana,08:30,Continuous miner,46-07273,NORM-1,"B, E, G, I, L, M"
FAI-2000-M42,2000,2000-10-31,Martes,Metal/NonMetal,Acarreo motorizado,OH,Conductor de camión,60,mañana,09:38,Cargador frontal,33-00156,PERI-1,"B, E, G, I, L, M"
FAI-2000-M44,2000,2000-11-06,Lunes,Metal/NonMetal,Acarreo motorizado,CA,Operador,36,mañana,12:00,Huinche/Winche,04-01299,PERI-1,"B, E, G, I, L, M"
FAI-2000-M49,2000,2000-11-06,Lunes,Metal/NonMetal,Acarreo motorizado,SC,Conductor de camión,56,tarde,16:10,Cargador frontal,38-00230,PERI-1,"B, E, G, I, L, M"
FAI-2000-M45,2000,2000-11-08,Miércoles,Metal/NonMetal,Acarreo motorizado,OH,Conductor de camión,27,mañana,09:00,CAEX,33-04315,NORM-3,"E, G, I, L, M"
FAI-2000-M46,2000,2000-11-17,Viernes,Metal/NonMetal,Caída de persona,TX,Mecánico,38,tarde,14:05,Grúa,41-01371,PERI-1,
FAI-2000-M47,2000,2000-11-20,Lunes,Metal/NonMetal,Caída de persona,IN,Operador,43,mañana,12:30,Correa transportadora,12-00698,PERI-1,"B, E, G, I, L, M"
FAI-2000-C34,2000,2000-12-04,Lunes,Coal,Atrapamiento por maquinaria,CO,Operador,37,mañana,09:30,Continuous miner,05-04452,CONF-1,"E, G, K, L, M"
FAI-2000-C35,2000,2000-12-05,Martes,Coal,Electrocución / Contacto eléctrico,VA,Capataz,45,mañana,10:00,Huinche/Winche,44-04856,PERI-1,"E, G, K, L"
FAI-2000-C36,2000,2000-12-09,Sábado,Coal,Caída de persona,VA,Conductor de camión,32,mañana,10:40,Ore haulage trucks - off highway trucks,44-06544,PERI-1,"B, E, G, I, L, M"
CAI-2000-41,2000,2000-12-19,Martes,Coal,Acarreo motorizado,PA,Truck driver,N/D,N/D,13:30,Kenworth ?,36-03329,N/D,"E, G, K, L, M"
FAI-2000-M48,2000,2000-12-19,Martes,Metal/NonMetal,Caída de persona,WA,Capataz,53,mañana,06:30,Cargador frontal,45-03334,PERI-1,"B, E, G, I, L, M"
FAI-2000-C38,2000,2000-12-27,Miércoles,Coal,Explosión de recipiente a presión,WV,Mecánico,46,mañana,12:00,Correa transportadora,46-05890,PERI-1,"E, G, K, L, M"
MAI-2001-90,2001,2001-01-09,Martes,Metal/NonMetal,Acarreo motorizado,NV,Trabajador minero,59,día,11:20 (OFICIAL Part50),Equipo asociado a acarreo motorizado,26-02271,NORM-2,"E, G, I, L, M"
FAI-2001-C01,2001,2001-02-02,Viernes,Coal,Acarreo motorizado,WV,Capataz,48,mañana,09:00,Correa transportadora,46-08315,PERI-1,"B, E, G, I, L, M"
FAI-2001-M02,2001,2001-02-09,Viernes,Metal/NonMetal,Acarreo motorizado,WA,Mecánico,21,mañana,09:30,Correa transportadora,45-03161,META-1,"G, K, L"
FAI-2001-M03,2001,2001-02-16,Viernes,Metal/NonMetal,Acarreo motorizado,NV,Mecánico,38,tarde,18:00,Cargador frontal,26-00500,PERI-1,"E, G, M"
FAI-2001-M04,2001,2001-02-16,Viernes,Metal/NonMetal,Caída de persona,NV,Operador,43,tarde,14:45,Correa transportadora,26-00789,COMP-2,"B, E, G, I, L, M"
FAI-2001-M06,2001,2001-02-26,Lunes,Metal/NonMetal,Caída de persona,CO,Ayudante,50,mañana,06:30,Rope/cable metálico,05-00037,PERI-1,"E, G, I, L, M"
FAI-2001-C02,2001,2001-03-13,Martes,Coal,Electrocución / Contacto eléctrico,WV,Ingeniero eléctrico,N/D,mañana,09:30,Continuous miner,46-08726,PERI-1,"E, G, K, L"
CAI-2001-90,2001,2001-03-14,Miércoles,Coal,Caída de techo,VA,Minero,58,tarde,18:45,Continuous miner,44-05032,PERI-1,"B, E, G, I, L, M"
FAI-2001-C04,2001,2001-03-14,Miércoles,Coal,Caída de persona,WV,Minero,64,tarde,18:45,Continuous miner,46-05868,PERI-1,"B, E, G, I, L, M"
FAI-2001-M05,2001,2001-03-20,Martes,Metal/NonMetal,Inundación,WI,Capataz,38,mañana,09:00,Cargador frontal,47-02790,PERI-1,"E, G, K, L, M"
FAI-2001-M07,2001,2001-03-20,Martes,Metal/NonMetal,Caída de techo,MT,Minero de desarrollo,42,tarde,14:45,Huinche/Winche,24-01490,COMP-2,"B, E, G, I, L, M"
FAI-2001-C05,2001,2001-03-29,Jueves,Coal,Caída de techo,WV,Capataz,48,mañana,11:50,Continuous miner,46-08436,CONF-1,"B, E, G, I, L, M"
FAI-2001-M09,2001,2001-04-02,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,HI,Operador,48,mañana,10:30,Cargador frontal,51-00235,NORM-1,"E, G, M"
FAI-2001-M08,2001,2001-04-05,Jueves,Metal/NonMetal,Acarreo motorizado,UT,Minero principal,54,noche,23:00,Huinche/Winche,42-00147,PERI-1,"B, E, G, I, L, M"
FAI-2001-C06,2001,2001-04-12,Jueves,Coal,Atrapamiento por maquinaria,WV,Operador,50,tarde,16:10,Roof bolter,46-08827,NORM-1,"B, E, G, M"
FAI-2001-M10,2001,2001-04-16,Lunes,Metal/NonMetal,Caída de persona,AL,Contratista — Conductor de camión,59,mañana,13:44,Chancador,01-03076,PERI-1,"E, G, I, L, M"
CAI-2001-51,2001,2001-04-19,Jueves,Coal,Acarreo motorizado,OH,Capataz,45,tarde,20:45,Unidad take-up de correa transportadora,33-01159,NORM-2,"B, E, G, I, L, M"
FAI-2001-M11,2001,2001-04-25,Miércoles,Metal/NonMetal,Acarreo motorizado,GA,Soldador,34,mañana,09:00,Correa transportadora,09-01135,META-1,"E, G, M"
FAI-2001-M12,2001,2001-04-25,Miércoles,Metal/NonMetal,Acarreo motorizado,CO,Operador,39,mañana,08:00,Cargador frontal,05-04110,META-1,"E, G, I, L, M"
FAI-2001-M13,2001,2001-05-05,Sábado,Metal/NonMetal,Acarreo motorizado,PA,Contratista — Mecánico,58,mañana,08:40,Grúa horquilla,36-08983,META-1,"E, G, M"
FAI-2001-C08,2001,2001-05-22,Martes,Coal,Caída de techo,IL,Reparador,54,noche,23:00,Continuous miner,11-02846,PERI-1,"B, E, G, I, L, M"
FAI-2001-C09,2001,2001-05-29,Martes,Coal,Caída de techo,WV,Operador,34,mañana,08:15,Continuous miner,46-05592,PERI-1,"B, E, G, I, L, M"
FAI-2001-M14,2001,2001-06-04,Lunes,Metal/NonMetal,Acarreo motorizado,MT,Capataz,27,noche,23:20,"Load-haul-dump, Scoop tram, Transloader, Unitrac, S&S Battery",24-01490,PERI-1,"E, G, I, L, M"
FAI-2001-M1516,2001,2001-06-05,Martes,Metal/NonMetal,Caída de techo,ID,Minero,21,mañana,12:41,"Rock drill, Jackleg, Airleg, Drifter, Stoper, Buzzy, Jackhammer",10-00082,NORM-1,"B, E, G, I, L, M"
MAI-2001-91,2001,2001-06-05,Martes,Metal/NonMetal,Caída de techo,ID,Trabajador minero,56,día,12:42 (OFICIAL Part50),Equipo asociado a caída de techo,10-00082,NORM-2,"B, E, G, I, L, M"
MAI-2001-92,2001,2001-06-13,Miércoles,Metal/NonMetal,Caída de techo,NV,Trabajador minero,33,día,15:30 (OFICIAL Part50),Equipo asociado a caída de techo,26-02286,NORM-2,"B, E, G, I, L, M"
FAI-2001-M18,2001,2001-06-14,Jueves,Metal/NonMetal,Acarreo motorizado,MT,Operador,56,mañana,06:30,LHD/Scoop,24-01490,PERI-1,"E, G, I, L, M"
CAI-2001-52,2001,2001-06-27,Miércoles,Coal,Caída de techo,PA,Minero,37,día,20:10 (OFICIAL Part50),Techo de la mina,36-05123,NORM-2,"B, E, G, I, L, M"
FAI-2001-M19,2001,2001-07-04,Miércoles,Metal/NonMetal,Acarreo motorizado,NC,Conductor de haul truck contratista,44,tarde,14:45,CAEX,31-00375,PERI-1,"B, E, G, I, L, M"
FAI-2001-C11,2001,2001-07-20,Viernes,Coal,Electrocución / Contacto eléctrico,KY,2001,26,noche,02:00,Correa transportadora,15-09636,PERI-1,"G, K, L"
FAI-2001-C12,2001,2001-07-23,Lunes,Coal,Caída de techo,WV,Operador de minador continuo,47,mañana,09:45,Continuous miner,46-08593,PERI-1,"B, E, G, I, L, M"
FAI-2001-C13,2001,2001-07-27,Viernes,Coal,Acarreo motorizado,VA,Conductor de camión,64,mañana,06:30,Huinche/Winche,44-07016,PERI-1,"E, G, M"
FAI-2001-M20,2001,2001-08-07,Martes,Metal/NonMetal,Acarreo motorizado,OK,Empleado de utilería,63,mañana,06:00,Cargador frontal,34-00056,PERI-1,"E, G, M"
FAI-2001-C14,2001,2001-08-21,Martes,Coal,Caída de persona,TX,Mecánico,49,mañana,07:30,Cargador frontal,41-03658,NORM-1,"E, G, M"
FAI-2001-C15,2001,2001-08-27,Lunes,Coal,Caída de material,WV,Operador,47,tarde,16:50,Continuous miner,46-08603,CONF-1,"E, G, I, L, M"
CAI-2001-53,2001,2001-08-29,Miércoles,Coal,Caída de persona,AL,Minero,29,día,15:40 (OFICIAL Part50),Instalación de superficie,01-01247,NORM-2,"E, G, I, L, M"
FAI-2001-C17,2001,2001-08-31,Viernes,Coal,Caída de techo,AR,Minero,38,mañana,09:15,Continuous miner,03-01736,NORM-1,"B, E, G, I, L, M"
FAI-2001-C18,2001,2001-09-14,Viernes,Coal,Atrapamiento por maquinaria,WV,Mecánico de mantenimiento,54,mañana,10:35,Cargador frontal,46-08645,PERI-1,
FAI-2001-C19,2001,2001-09-17,Lunes,Coal,Acarreo motorizado,KY,Minero,48,mañana,06:00,Continuous miner,15-17216,META-1,"E, G, I, L, M"
CAI-2001-JWR-01,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,45,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-02,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,29,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-03,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,50,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-04,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,31,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-05,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,50,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-06,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,62,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-07,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,43,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-08,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,21,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-09,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,54,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-10,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,57,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-11,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,49,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-12,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,45,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
CAI-2001-JWR-13,2001,2001-09-23,Domingo,Coal,Explosión,AL,Minero,31,tarde,17:20,Estación de carga de baterías (roof fall) + float coal dust,01-01322,CONF-1,"E, G, M"
FAI-2001-M21,2001,2001-10-02,Martes,Metal/NonMetal,Electrocución / Contacto eléctrico,MN,Contratista — Electricista,44,mañana,11:15,Cargador frontal,21-00790,PERI-1,"G, K, L"
CAI-2001-58,2001,2001-10-03,Miércoles,Coal,Acarreo motorizado,KY,Truck driver,N/D,N/D,10:45,Mack DM600,15-18015,N/D,"E, G, I, L, M"
FAI-2001-M22,2001,2001-10-03,Miércoles,Metal/NonMetal,Acarreo motorizado,AZ,Operador,53,noche,01:30,Chancador,02-00137,PERI-1,"B, E, G, I, L, M"
FAI-2001-M23,2001,2001-10-04,Jueves,Metal/NonMetal,Acarreo motorizado,AZ,Conductor de camión,39,mañana,10:45,Correa transportadora,02-00704,PERI-1,"E, G, I, L, M"
FAI-2001-M24,2001,2001-10-17,Miércoles,Metal/NonMetal,Explosivos y detonadores,IA,Mecánico,40,mañana,07:30,Cargador frontal,13-02088,PERI-1,"E, G, K, L, M"
FAI-2001-M25,2001,2001-10-22,Lunes,Metal/NonMetal,Caída de persona,FL,Operador,44,mañana,12:20,NO VALUE FOUND,08-01304,NORM-1,"B, G, I, L"
FAI-2001-C34,2001,2001-10-26,Viernes,Coal,Caída de techo,WV,Operador de pernadora de techo,31,tarde,14:00,Continuous miner,46-08763,META-1,"B, E, G, I, L, M"
FAI-2001-M26,2001,2001-10-29,Lunes,Metal/NonMetal,Acarreo motorizado,WY,Obrero general,36,mañana,07:00,Correa transportadora,48-01326,META-1,"G, K, L"
FAI-2001-C35,2001,2001-11-01,Jueves,Coal,Acarreo motorizado,WV,Conductor,25,tarde,16:30,Cargador frontal,46-07178,PERI-1,"G, K, L"
CAI-2001-55,2001,2001-11-05,Lunes,Coal,Caída de techo,WV,Utilityman,26,día,05:40,Techo de la 5 Left Section,46-08074,NORM-2,"B, E, G, I, L, M"
FAI-2001-C37,2001,2001-11-08,Jueves,Coal,Acarreo motorizado,OH,Obrero general,29,noche,23:30,Correa transportadora,33-03349,PERI-1,E
FAI-2001-M27,2001,2001-11-09,Viernes,Metal/NonMetal,Caída de persona,CA,Capataz,50,mañana,08:30,Correa transportadora,04-01734,PERI-1,"B, E, G, I, L, M"
CAI-2001-57,2001,2001-11-20,Martes,Coal,Acarreo motorizado,WV,Miembro de cuadrilla de vía (track crew),N/D,día,11:55,Locomotora a batería con carro plano de rieles,46-01437,N/D,"B, E, G, I, L, M"
FAI-2001-C39,2001,2001-11-21,Miércoles,Coal,Atrapamiento por maquinaria,IN,Operador de continuous miner,N/D,tarde,20:15,Continuous miner,12-02215,PERI-1,"E, G, M"
FAI-2001-C40,2001,2001-11-27,Martes,Coal,Caída de persona,KY,Operador,41,tarde,20:15,Correa transportadora,15-05485,PERI-1,"B, E, G, I, L, M"
FAI-2001-C41,2001,2001-11-29,Jueves,Coal,Caída de costilla,IN,Operador de perforadora de techo,N/D,tarde,15:20,Continuous miner,12-02249,NORM-1,"B, E, G, I, L, M"
FAI-2001-M28,2001,2001-12-04,Martes,Metal/NonMetal,Caída de persona,NC,Supervisor,23,mañana,13:50,Grúa,31-02153,PERI-1,"E, G, I, L, M"
FAI-2001-M29,2001,2001-12-04,Martes,Metal/NonMetal,Acarreo motorizado,WA,Obrero general,52,tarde,15:30,Correa transportadora,45-03388,PERI-1,"E, G, I, L, M"
FAI-2001-C42,2001,2001-12-17,Lunes,Coal,Atrapamiento por maquinaria,KY,Obrero general,47,mañana,11:50,Cargador frontal,15-18317,PERI-1,"B, E, G, M"
FAI-2001-M30,2001,2001-12-17,Lunes,Metal/NonMetal,Acarreo motorizado,KY,Contratista,60,mañana,06:10,CAEX,15-06863,PERI-1,"B, E, G, I, L, M"
FAI-2002-C01,2002,2002-01-02,Miércoles,Coal,Acarreo motorizado,WV,Operador de continuous miner,44,mañana,13:05,Continuous miner,46-07273,NORM-1,"E, G, M"
FAI-2002-M01,2002,2002-01-09,Miércoles,Metal/NonMetal,Acarreo motorizado,TX,Obrero general,21,tarde,16:00,Cargador frontal,41-04333,CONF-1,"E, G, I, L, M"
FAI-2002-M02,2002,2002-01-12,Sábado,Metal/NonMetal,Acarreo motorizado,WY,Operador,62,mañana,07:00,Cargador frontal,48-01610,PERI-1,"B, E, G, I, L, M"
FAI-2002-M06,2002,2002-01-14,Lunes,Metal/NonMetal,Caída de persona,GA,Capataz,38,mañana,13:15,Rope/cable metálico,09-00076,PERI-1,"B, E, G, M"
FAI-2002-M04,2002,2002-01-21,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,CO,Operador,51,mañana,12:15,Correa transportadora,05-04733,META-1,"E, G, K, L, M"
MAI-2002-95,2002,2002-01-21,Lunes,Metal/NonMetal,Caída de material,OR,"Laborer, Blacksmith, Bull gang, Parts runner, Rous",N/D,N/D,19:07,NO VALUE FOUND ?,35-02970,N/D,"E, G, K, L, M"
CAI-2002-31,2002,2002-01-24,Jueves,Coal,Electrocución / Contacto eléctrico,VA,Obrero,42,tarde,22:30,"Section power center Line Power 600 PC (alta tensión 12,470 VAC)",44-06051,NORM-3,"B, G, K, L, N"
FAI-2002-M05,2002,2002-01-24,Jueves,Metal/NonMetal,Acarreo motorizado,TN,Operador,62,mañana,07:30,Cargador frontal,40-00088,PERI-1,"B, E, G, L, M"
FAI-2002-C03,2002,2002-01-28,Lunes,Coal,Explosión / Incendio,VA,Operador,54,tarde,19:00,Correa transportadora,44-03795,NORM-1,"E, G, K, L, M"
